## Unknown:

  BackgroundTaskCanceledTelemetry: 45625845
  BackgroundTaskImprovements: 46599966
  BackupAndRestore: 34853379
  BackupBannerL3Alerts: 43833074
  BackupButtonVisibleTrigger: 45276856
  BackupRestoreCoordinatorCore: 42285344
  BackupRestoreCoordinatorDelayNetworkRestore: 46735733
  BackupRestoreCoordinatorThemeFSIARestore: 44635706
  BackupRestoreCoordinatorThemeInitialize: 44404979
  BackupRestoreCoordinatorWait: 42865538
  BackupSVStartPinnedLayout: 42983825
  BackupSignals: 43884502
  BackupStatus: 43866633
  BackupUsoStore: 36845438
  BamQosGrouping: 0
  BatteryNotificationsApplyAll: 27883184
  BioFeedbackOnXamlIsland: 31517562
  BitLockerRemovableDrivesExcludedFromEncryptionCspNode: 31583761
  BitLocker_Encrypt_All_Drives: 13686439
  BitLocker_RP_AAD_Backup_Check: 21341508
  BitLocker_RP_Backup_Monitor: 36481772
  BlackForestShellSupport: 10960001
  BluetoothA2DPSink: 4450109
  BluetoothA2dpAacSupport: 0
  BluetoothA2dpOffloadSupport: 0
  BluetoothAudioTransportSelector: 35617047
  BluetoothAutoConnectionEstablishmentProcedure: 0
  BluetoothConvergedAvrcp: 10826832
  BluetoothConvergedHfp: 7639556
  BluetoothEnhancedRadioDiagnostics: 0
  BluetoothFlyout_WCOSCDG: 19919111
  BluetoothHfpHF: 4854405
  BluetoothL2: 29881313
  BluetoothLEAudioMediaControlServer: 23710927
  BluetoothLEConnectedIsochronousStreams: 23538000
  BluetoothLECoordinatedSetIdentitificationProfile: 25155868
  BluetoothManifestServiceLEAudio: 40047135
  BluetoothProximityPlatform: 17815254
  BluetoothSupportForB2CAndSwitch: 44210199
  BluetoothUnifiedAudioEndpoint: 20624938
  BoostOnDragSize: 0
  BorderedItemsControlDisconnectedExceptionFix: 44358317
  BorderedItemsControlLeakFix: 39342723
  BrailleListNumberingIssueMsWord: 41449011
  BrailleSupportForNarratorScripting: 44407689
  Brain_BinaryFileValidation: 34806659
  Brain_CheckAllCapabilities: 40466762
  Brain_CheckStableForLock: 38648112
  Brain_DisableStateUpdateInAppContainer: 38726312
  Brain_ExcludeSxSPackageOnLoadFailure: 38687670
  Brain_FallbackToInbox: 43307165
  Brain_PreviewPackageEnabled: 38634282
  Brain_ResultLoggingAsTelemetry: 43380232
  Brain_SkipSelfIfSxSNotVersioned: 38762750
  Brain_StableScanPreviewPackages: 38685060
  Brain_V10SearchesForP3: 45786062
  Brain_V12SearchesForP3: 45786681
  Brokered_Win32_File_APIs: 0
  BrowserSettingsErrorHandling: 37438569
  BthA2dpAbsoluteVolume: 153764
  BufferCommands: 7471763
  BugFix31829865: 31829865
  BugFix31829903: 31829903
  BugFix31851003: 31851003
  BugFix33456184: 33456184
  BugFix34683034: 34683034
  BugFix35364902_Refactor: 35364902
  BugFix35366473_HideDictationForVoiceAccess: 35366473
  BugFix36335292_MakeLayoutPositionButtonCollapsed: 36335292
  BugFix36938728_HideToolBarOnLockScreen: 36938728
  BugFix37289095: 37289095
  BugFix37403713: 37403713
  BugFix37803519_VisualIssues: 37803519
  BugFix37826815_RegistrySettings: 37826815
  BugFix37935345: 37935345
  BugFix38048044_PreloadIssues: 38048044
  BugFixCHSConversionListStyle: 33343659
  BugFixForSV2CraftAndTheme: 35046510
  BugFixHwpNoCandidates: 34886873
  BugFixTabTipAdapterNullCheck: 34370999
  BugFix_DisableShapeWritingOnGestureCusror: 36684004
  BugFix_PasswordFeedbackAnimation: 35249410
  BugFix_VoiceTypingInvocationByShellViewCoordinator: 36862943
  BypassSCCDRequirementForInboxPackages: 44169777
  CBRAppListRestore: 35460598
  CBRS: 29855943
  CCW: 45046901
  CDMLiteAssetsValidation: 41172133
  CDMLiteBackupSignals: 45027619
  CDMLiteDownloadAssets: 31797835
  CDMLiteVersion: 33572137
  CDM_WEXPIntegration: 28150355
  CDSRoamPenAndInkingSettings: 38494504
  CDStoPDRSTIPTelemetry: 44325217
  CET_Kernel_Shadow_Stacks: 19770572
  CGDefaultEnable: 34857562
  CPSSHostImplementation: 27385849
  CShellOnWindowManagerIDK: 22855141
  CShellSettingsSearchbox: 19920047
  CUICOORD: 28330126
  CacheCleanup: 37066007
  CallScenarioCenterAlignNotifications: 35595222
  CameraRollUpload: 31558405
  CanUserGiveConsent: 25943177
  CandidateWindowOnLogonMitigation: 36730529
  CandidateWindowV2ModelCleanup: 36815292
  CastDiscoverabilityNotification: 44592271
  CastInterimCombinedExperience: 36646826
  CastProjectL2s: 35221101
  CategorySpecificXamlExtensions: 42952021
  CcImprovementsForReFS: 0
  CdplProtectKnownUserFolders: 21852964
  CellularFailover: 43797893
  CertInUse_Telemetry: 0
  ChangeDumpTypeByTelemetryLevel: 37733775
  ChangeSignatureTrustAnchor: 23882506
  ChatIconBadging: 31581781
  CheckBoxImageListHandleLeak_36884240: 36884240
  CheckHighContrastEnablement: 45951034
  CheckPersonalizationCSPEnablement: 46074233
  CheckRemoveBackgroundImageSetting: 46641766
  CheckWallPaperAndThemePolicy: 46592582
  ChildHwndForIslandInputSite: 43667795
  ChineseSimplifiedImeTheming_OSClient: 35746557
  ChsNarrowKeyboard: 36963879
  CldFltBlockSession0Hydration: 0
  ClearMsaWamCookies: 45419461
  ClientRecoveryPasswordRotation: 18157663
  ClipboardHistorySettingsRejuv: 31731897
  ClipboardRetries: 25277690
  CloudBMRSingleDownload: 37065183
  CloudBackupRestoreSvc: 42865047
  CloudDataStoreDirectRestore: 43698924
  CloudDataStoreLongPathSupport: 44718782
  CloudDrivenTextAndGleam: 41950597
  CloudExperienceHostRedirection: 25357983
  CloudExperienceHostRedirectionBinary: 27980645
  CloudEyeControlSettingsRestore: 44647912
  CloudFileDisguisePlaceholders: 0
  CloudFileDisguisePlaceholdersForGUIApps: 0
  CloudPCBoot: 34546734
  CloudPCBootFrontline: 44919447
  CloudPCBootLogonUI: 42453017
  CloudPCBootLogonUI_v2: 44128751
  CloudPCCommon: 39702984
  CloudPCCommon_v2: 44131712
  CloudPCFastSwitchDiscovery: 40459297
  CloudPCSwitch: 34508225
  CloudPCSwitchAwaitingUX: 43976477
  CloudRestoreLauncher: 36767960
  CloudStore: 6201249
  CloudStoreBackupRestoreForLargeBlob: 29898970
  CloudStoreConcurrentPublish: 43072264
  CloudStoreDirectPDRSClient: 43200472
  CloudStoreMultipleDisplaySettings: 38858566
  CloudStoreOnActivityFeed: 10942792
  CloudStoreOnActivityFeedOnWcos: 16311570
  CloudStoreOnWindowsUdk: 20357897
  CloudStorePolicySyncOnSubstrate: 14114247
  CloudStoreResiliency: 43072241
  CloudStoreSyncOnSubstrate: 13273215
  CloudStoreSyncOnSubstrateForAAD: 14114146
  CloudSuggestionUpdate: 36862855
  ColorBackupHandler: 34853364
  ColorRestoreHandler: 45802977
  CombinedDataUsageStatusPage: 21743692
  ComboBoxTouchNavigationIssue: 45003843
  CompUIForEmbeddedPdf: 9669088
  CompatMenuGetHelp: 37319559
  CompositionUseFastestMonitorAsPrimary: 42996952
  CompositorClockUseFastestMonitor: 42996897
  ConfigLock_DMClientCSP: 23806551
  ConsentGating: 44653065
  ConsentRoaming: 40896275
  ConsoleLogonUXUseDisplayLangCodePage: 27866248
  Containment_UUS_MisattributedOSSwapDetectionBugfix_45817459: 45817459
  ContentDeliveryManagerRS3Scalability: 11171023
  ContentDeliveryPolicyRestrictions: 4877938
  ContextMenuGlitch: 33937858
  ContextMenuSmallRoundedCorner: 35985633
  ContrastThemeBackupRestoreHandler: 43231555
  ContrastThemeRestoreHandler: 45026394
  ControlCreative: 39558955
  ControlIndexingOnBattery: 13610405
  ConvergedEapTlsStack: 25326317
  CopyDriverToSystem32: 0
  CopyLinkInShareUI: 11184089
  CoreApplicationShutdown: 11449154
  CorrelationIdFix: 43746533
  CorruptStoreFixes: 36750110
  CortanaOnLockOutProcModel: 9223629
  CortanaOnSV: 33269642
  CortanaOnSpotlight: 11545976
  CortanaPersonainActionCenter: 13615582
  CortanaWindowsSearchSettings: 12716999
  CreateEccEndorsementKey: 25354082
  CredEnumerateReturnsNoSuchLogon: 24000434
  CrossContainerAuth: 22096226
  CtacSessionContext: 32137669
  CurfewAllowanceCalculation: 33207570
  CustomDefaultFrameSizing: 43769745
  CustomXamlUIDialog: 34037864
  CxhWamLauncher: 43788167
  D3D12ComputeOnlyCustomHeapSupport: 42637981
  D3D12ContentProtection: 11067548
  D3D12ExperimentalShaderModels: 8482022
  D3D12HeapPriorities: 8187072
  D3D12LegacyAPICompatibility: 23543104
  D3D12MetaCommand: 14291127
  D3D12PeerToPeerAtomics: 12944950
  D3D12PinResources: 22965649
  D3D12Redist: 20160405
  D3D12SRVOnlyTiledResourceTier3: 14611894
  D3D12TiledResourceTier4: 13847762
  D3D12Video: 5642192
  D3D12VideoEncode: 23156850
  D3D9OverlayWin7Blt: 0
  D3D9_GameConfigStore_Override: 11420000
  DESEnableBrightnessHotkeysWithoutPowerGuids: 21706588
  DHDefaultUpgrade: 31561196
  DLAApis: 42501175
  DPLOnPushAPI: 29848869
  DSBSearchAPIParamRefactor: 43998261
  DSBTelemetryIdOptimization: 44601485
  DXGI_2DListQueries: 16273325
  DXGI_BufferUpgrades: 25957903
  DXGI_BufferUpgrades_DX12LDA: 36778252
  DXGI_BufferUpgrades_Notifications: 28817166
  DXGI_BufferUpgrades_Optimizations: 32156044
  DXGI_CrossAdapterScanOut: 24599531
  DXGI_ExpandedPresentErrors: 37303151
  DXGI_Hybrid_DList_Support_Update: 24640165
  DXGI_VailMPO: 23425898
  DXGI_WindowedSwapEffectUpgrade: 23990563
  DXGI_WindowedSwapEffectUpgradeToggle: 29747211
  DafEscl: 27860843
  DamUserSessionDelay: 0
  DateTimeBackRestoreHandler: 43231308
  DateTimeRestoreHandler: 45026441
  DebounceDeviceConnectSound: 34734680
  DeclaredConfiguration_Desktop: 32303130
  DecreaseTabSuspensionDelay: 14184448
  DeepInferno: 11038064
  DefaultApp: 16458099
  DefaultAudioDeviceChangeUserPrompt: 30163509
  DefaultCrashHotKey: 0
  DefaultUser: 14861475
  DelayedForceEviction: 0
  DeliverDespiteMessageFilter: 0
  DeliveryOptimization_DnsSdPeerDiscovery: 37260154
  DeliveryOptimization_RLedbat: 32050313
  DeprecatedBatteryUsageUX: 28919845
  DepthReprojectionOnSydney: 20149162
  DesktopSettingsBackupRestoreHandler: 45079713
  DesktopSpotlight: 26008405
  DesktopSpotlightContextMenuIrisBeacons: 44876995
  DesktopSpotlightDataTemplateV2: 41520931
  DesktopSpotlightDispatcherQueueShutdownFix: 44529175
  DesktopSpotlightEnterpriseControl: 45472624
  DesktopSpotlightFocusFixAfterClosingFlyout: 44571790
  DesktopSpotlightHandleNoIrisCreatives: 43581066
  DesktopSpotlightImageRescale: 43946929
  DesktopSpotlightImg0AsFallbackwallpaper: 46353846
  DesktopSpotlightMultiMonitorPortraitFix: 45941751
  DesktopSpotlightNoFallbackImage: 43527701
  DesktopSpotlightOOBEBackgroundFix: 43027450
  DesktopSpotlightOnByDefaultOnFirstLogon: 46550263
  DesktopSpotlightOnByDefaultOnUpgrade: 46550267
  DesktopSpotlightOneTimeUpgrade: 46559584
  DesktopSpotlightProtocolLaunchUri: 46616323
  DesktopSpotlightRejuvenatedFlyout: 40268500
  DesktopSpotlightRestoreLogon: 46741527
  DesktopSpotlightSystemSettingsPageTrigger: 38179238
  DesktopSpotlightThemeIntegration: 41080559
  DesktopSpotlightThemeSetToCustomIssue: 46229605
  DesktopSpotlightUdk: 39880030
  DesktopSpotlightUdkOnByDefault: 41744267
  DesktopSpotlightUdkRefreshOnUpgrade: 40522394
  DesktopSpotlightUndocked: 39710659
  DesktopSpotlightWallpaperFitNotSetToFill: 46546029
  DesktopStickerEditor: 36165846
  DevPropKeyFromMSOSDescriptor: 0
  DeviceBasedLicensing: 28179707
  DeviceIntegrationPolicy: 44532601
  DeviceIntegrationPolicyWXH: 44740108
  DevicePolicyCheck: 46365427
  DevicePostureApiInShell: 37095955
  DialogReadingWrongIssue: 44779628
  DifferentiatedSnapGroupThumbnails: 34123984
  DigitsSubstitutionSetting: 20516266
  DimeForegroundFix: 44355268
  DisableAADCloudAPPluginInRegistry: 31014477
  DisableAddAccountForFamilyNonOrg: 36660568
  DisableAutoUserShutdownTimeout: 0
  DisableContextMenus: 36435038
  DisableDesktopSpotlightOnFatalFailure: 43612613
  DisableDisplayMessageForSvchost: 37998906
  DisableHologramPersistence: 8317718
  DisableHomeGroupIdentityProvider: 31465552
  DisableReadyBoost: 35744813
  DisableSearchPolicy: 37095904
  DisableSearchViaPolicy: 36137438
  DisableUniqueServiceDisplayNameValidation: 10036267
  DismissSearchOnDisplayChangeUndocked: 43379241
  DisplayAdapterProperties: 25806621
  DisplayMessage: 34509399
  DisplayProvider: 36878944
  DisplayRejuvPage: 31010280
  DmaRemapping: 0
  DoNotDisturb: 33212737
  DoNotDisturbSystray: 36183526
  DoNotRaiseQueryTextChangedEventWhenSearchBoxClearText: 45644232
  DoNotSetImpressionIdWhenSearchFlyoutIsDismissed: 44872529
  DoNotShowSuggestionsOnStart: 43979271
  DockedFamilySettingsPageSV2: 35899634
  DontAllowUpdateActionsDuringRevert: 39043106
  DownloadAcceleratorMovesForegroundPermissions: 23415849
  DragAndDropGlyphUpdates: 35688218
  DropPowerReferenceOnLPE: 0
  DualEngine_AllowF12: 23071760
  DualEngine_ReliableClose: 21879352
  DualEngine_SuppressUnneededZoomEvents: 29059948
  DualEngine_SynchronousZoom: 29078494
  DuiTicImprovements: 9043033
  DxDb_ExpandedFeatureSupport: 36371330
  DxDb_ExpandedPublishing: 36371251
  DxgkGpuVaIoMmu: 0
  DynamicRetryTaskPeriod: 45892232
  DynamicSearchBox: 37595921
  DynamicSearchBoxAPIs: 36933099
  E3ForAllPowerPlatformRoles: 0
  EPUB_HostExtension: 15477137
  ESUIPOMTest: 39636948
  ETUpdate: 34308080
  EUDB: 38168067
  EVAIO: 45572939
  EapTeap: 20577243
  EapTls13: 25326323
  EarlyDownloaderLogging: 45416246
  EarlyOobeOEMRegistration: 37047129
  EcoDarkTheme: 41249924
  EcoMode: 31563046
  EcoModeDynamicRefreshRate: 44487962
  EcoModeEnergySaver: 45296388
  EcoModeEnergySaver_AcOnly: 45828729
  EdgeGestureHideTouchKeyboardBugFix: 36544006
  EdgeTcpConfig: 11800907
  EdgeUpdate: 32165251
  EditionBasedDefaultPolicyValues: 31840299
  EduThemes: 41988000
  EmailAndAccountsStringsChanges: 44652844
  EmaillessMSA: 31390298
  EmbeddedFetch: 12274531
  EmbeddedPrint: 13876261
  Emoji15Update: 40213648
  EnableDesktopSpotlightOnRestore: 46717502
  EnableGranularKeyboardBrightness: 37386637
  EnableHostResourceSharing: 0
  EnableMPR: 28997116
  EnableMSAWASCFlow: 44671690
  EnablePpl: 35387651
  EnablePropertyOverride: 46210758
  EnableRegularPathFetchingForGallery: 43041464
  EnableSearchSuspensionAPI: 45687739
  EnableSessionTerminateNotification: 24006437
  EnableSpotlightForInboxImagesFirstLogon: 46551901
  EnableSpotlightForInboxImagesOnReboot: 46551941
  EnableSpotlightForInboxImagesUpgrade: 46551929
  EnableSpotlightForOEMThemeUsersOnReboot: 46560585
  EnableSpotlightForOEMThemeUsersUpgrade: 46551979
  EnableSuppressionDelay: 44140992
  EnableSystemResourceManagerForExplorer: 31832430
  EnableWASCFlow: 44671686
  EnabledHighestSyncToggleIfMicrosoftHighTogglesEnabled: 45418630
  EndTask: 42592269
  EnergyOpticsCore_2309: 0
  EnergyRecommendationsUiV2: 44487964
  EnforceWIPForTokenBroker: 9720665
  EngagedAndAuto: 38671435
  EnrichThirdPartyIrisContent: 37623514
  EnrollOnSuccess: 37669470
  EnsureCorrectWXHDll: 43675366
  EnsureResetSearchSuspendInProgressFlag: 43755251
  EnsureSyncTogglesMirrorMicrosoftToggles: 45438239
  ErrorFeedback: 14557998
  ExcludeDevFolders: 21445372
  ExpeditedApps_EKBTrigger: 45647697
  ExpeditedApps_EKBTriggerRetry: 45932354
  ExperienceDescriptionParsingFix: 43786244
  ExperienceExtensionsCanHidePages: 36150872
  ExperienceLoadCrashDetector: 37927297
  ExpressiveSuggestionUIPageColdStartPerformanceImprovement: 28999812
  ExtendDozeS4: 15574004
  ExtendPoseQueueLength: 0
  ExtendSuspendTimeout: 16924527
  ExtendedPlaceholders: 42403856
  FETV: 35352817
  FHL2021SpringInputScopeOnRunDialog: 32215163
  FSIAPurchaseAppUpdate: 43393662
  FamilyAppRedirectionRemoval: 46413862
  FamilySafetyRemoteLock: 32425780
  FamilySettingsAwareness: 23057458
  FastResource2: 0
  FconWritesToRTL: 21392164
  FeatureConfigurationAadOnDesktop: 8718934
  FeatureConfigurationChannel: 5244441
  FederatedServiceCollectionFix: 39647196
  FederatedSignInQualityUpdates: 45675939
  FetchConcurrentInstallsFromOneSettings: 33337770
  FetchIrisTriggerJSON: 36803287
  FileSearchQueryPerfImprovements: 42877210
  FilterDevicesUsingDeviceInterfaceProperties: 0
  FindInStart: 38937525
  FixBlinkCursorAndGleamOverlapIssueInRTL: 43765902
  FixConcurrentRequests: 46238738
  FixGleamDisappearWhenFocusLostOnSearchBoxWithFlyoutOpen: 43692464
  FixIssueWhenGettingAadInfo: 45205209
  FixNarratorNeuralCapitalizationSetting: 41171255
  FixSearchAccessibleNameAndToolTipIssue_43799252: 43799252
  FixSinglePaneSearchBoxOnTaskbarPortraitIssue: 43473131
  FixTooltipPlacementIssue_43893345: 43893345
  FixWebViewAsyncCrash: 43206610
  FixZBandChangeRaceCondition: 9910473
  FlashDeprecation_Notification: 25217842
  FltDdAttachPol: 44454775
  FluencyMultilingual: 19570937
  FocusAssistLauncher: 34641570
  FocusAssistRejuv: 30204574
  FocusSettingRejuv: 35742169
  FontsPreview: 11156953
  ForceBackgroundTaskRegister: 45030863
  ForceConfigUpdate: 44060363
  ForceSeptConfigUpdate: 45931531
  ForegroundLockTimeout: 0
  FpSTestSm: 44713148
  FpvTest: 42187503
  FrameworkScalability: 7328759
  FsctlProcessMitigation: 0
  FullScreenModeTextInputViewVisibility: 27720966
  FullscreenSnipResolution: 29740142
  GIPKOR: 23660839
  GIVT: 34896603
  GPM_BlitModeTracking: 24779616
  GPM_LightWeightDxgKrnlETWKeyword: 24338497
  GPM_MLSD: 25222305
  GameConfigStoreGameListEntries: 11973136
  GameMRU: 37956063
  GamingOverlayControllerBarLaunchSignals: 36361313
  GamingOverlayExperienceManagerOptional: 36798523
  GamingOverlayMultiWindowSupport: 0
  GdiEnableLiveKernelDump: 0
  GeneralDb: 37891354
  GenerateAndCompareAlternates: 14302430
  GenericActionAndTrigger: 7960589
  GenericDataContract: 6356209
  GenericStrings: 31251283
  GetStartedIrisNavMesh: 36803295
  GetStartedTriggerUpdates: 42963857
  GhostFrameSystemTerminateReason: 21763906
  GovernanceReset: 46367194
  GpuVaPagingHistoryFre: 0
  GraphRecentItemsManagerEnabled: 38294196
  GroupPolicyCaching: 44023223
  GuidedSnapAssistContinuity: 33793580
  HEVCMTP: 17370187
  HMDPresenceSensorSetting: 18907866
  HNC: 39628214
  HT_Fix_NarratorScripting: 45386863
  HaadjDelegationTokenLogon: 31797978
  HamDependencyGraph: 11801082
  HandleAddVoicesException: 40582253
  HandwritingSurrogatePairCharacters: 44083703
  HardwareMicMuteButton: 36689271
  HardwareMicMuteConfirmator: 35232539
  HardwareMicMuteHotkey: 36756578
  HdrInRdp: 38277973
  HelloFaceDriverDowngradeCapability: 34933858
  HgsPlusParkingSupportRequired: 0
  HgsPlusSupportRequired: 0
  HideAllAppsList: 36435044
  HideNotificationBadgeOnShyTaskbar: 44280635
  HideRecommendedSection: 36435115
  HideSystemTrayDateTimeSetting: 41437381
  HighPriorityFileProvider: 45075103
  HkuMonitor: 38198463
  HoloImmersiveShellExtensionPointOptional: 36499053
  HolographicNotifications: 9666698
  HotKeyTraceCollection: 19472739
  HtmlLauncher: 19908852
  Hub_20H2_Narratorbug: 23702633
  Hub_AllowTabletMode: 34909689
  Hub_AppCloseButton: 23590089
  Hub_DeviceWatcher: 34155662
  Hub_EmptyStageBackgroundImage_SC: 33464502
  Hub_Win32Vtc_Converged_SC: 33464486
  HungTabNotificationDelay: 11518489
  HvciAutoEnableOnSV: 0
  HvciCancelScan: 20815078
  HvciIncompatibleApps: 20887957
  HvciIncompatibleDrivers: 20224600
  HvciLimitedAutodisablementLogic: 0
  HvciRemoveCETRequirement: 0
  HvciRollback: 18630433
  HwpAllowFastMsrOptimizations: 0
  HwpAllowQosIdleOptimizations: 0
  HyperVFirewall: 34558427
  ICU: 45006500
  ID44656322: 44656322
  ID44716751: 44716751
  ID44989684: 44989684
  ID45035559: 45035559
  ID45829750: 45829750
  IE_Disable_FEATURE_SYSTEM_DPI_AWARE: 24671935
  IE_OneTimeSSFDownload: 29150691
  IE_SBE: 32050367
  IE_SETTINGSYNCMIGRATION_FAVORITES: 26601480
  IMDSLicensingIntegration: 0
  IMET: 35418257
  IPMIGenerateMsrDump: 0
  IPMILogOSEvent: 0
  IPPoverUSB: 18550900
  IconUnstacking: 39085210
  IdealStateDeadlockFix: 45830968
  ImagePickerCustomThemeLockFix: 44534329
  ImagePickerLockFix: 43379471
  ImeOnOffOnNarrow: 36588279
  ImmersiveShellComponentsInitializationBudget: 27075521
  ImportantNotifications: 37691237
  ImpressionReset: 46570062
  ImprovedCpuAttribution: 0
  ImprovedWebViewTelemetry: 43772261
  IndexAllFiles: 14316747
  IndexMostRecentDocuments: 43346610
  IndexTrie: 0
  IndexerFanBackoff: 0
  IndexerVAIL: 20756095
  InfraredROIControlImprovement: 31225283
  InitialRenderPerformance: 44476199
  InplaceRebuildPhase1: 41022940
  InputAppRunningFlagRemoval: 37880918
  InputDrivenEdgeAnimations: 36159954
  InputDrivenGTGAnimations: 33668320
  InputPanelPageSuspensionDeferralRelease: 36425940
  InputSettingsRestore: 41266411
  InputViewCoordinating: 35260686
  InputViewPersonalizationSV2: 33393602
